,Especificação,Classe,Tipo
auxprod6_1_21_1810,Máquina de computar,9,p
auxprod6_1_21_1811,Máquina de costura e de overloque para uso industrial,7,p
auxprod6_1_21_1812,Máquina de edição de som e imagem,9,p
auxprod6_1_21_1813,Máquina de grampear,9,p
auxprod6_1_21_1814,Máquina de overloque de uso doméstico,7,p
auxprod6_1_21_1815,Máquina de recarga de cartuchos de impressoras,7,p
auxprod6_1_21_1816,Máquina de registrar,9,p
auxprod6_1_21_1817,Máquina dínamo-elétrica,9,p
auxprod6_1_21_1818,Máquina e equipamento para aquecimento,11,p
auxprod6_1_21_1819,Máquina e equipamento para geração de vapor,7,p
auxprod6_1_21_1820,Máquina e equipamento para lavagem de veículo,7,p
auxprod6_1_21_1821,Máquina e equipamento para secagem,11,p
auxprod6_1_21_1822,Máquina e equipamento para ventilação,11,p
auxprod6_1_21_1823,Máquina elétrica de filigrana,9,p
auxprod6_1_21_1824,Máquina fornecedora de recibo,9,p
auxprod6_1_21_1825,Máquina injetora,7,p
auxprod6_1_21_1826,Máquina para adubagem e plantio,7,p
auxprod6_1_21_1827,Máquina para ajustar agulha para fonógrafo,7,p
auxprod6_1_21_1828,Máquina para amanho de terra,7,p
auxprod6_1_21_1829,Máquina para apuração [contagem],9,p
auxprod6_1_21_1830,Máquina para carregamento de navio,7,p
auxprod6_1_21_1831,Máquina para embalagem,7,p
auxprod6_1_21_1832,Máquina para fazer ou cobrir cova para semeadura ou plantio,7,p
auxprod6_1_21_1833,Máquina para imprimir e emitir bilhete,7,p
auxprod6_1_21_1834,Máquina para jato de areia,7,p
auxprod6_1_21_1835,Máquina para lapidação de pedra,7,p
auxprod6_1_21_1836,Máquina para revolver e preparar o solo,7,p
auxprod6_1_21_1837,Máquina para transplante de árvore,7,p
auxprod6_1_21_1838,Máquina para tratamento de água em piscicultura,11,p
auxprod6_1_21_1839,Máquina para triturar ou machucar galho,7,p
auxprod6_1_21_1840,Máquinas hidráulicas de carga,7,p
auxprod6_1_21_1841,Máquinas para confecção de fraldas descartáveis,7,p
auxprod6_1_21_1842,Máquinas para vedar,7,p
auxprod6_1_21_1843,Marmelada,29,p
auxprod6_1_21_1844,Marreta,8,p
auxprod6_1_21_1845,Martelete [máquina pneumática; britadeira],7,p
auxprod6_1_21_1846,Marzipã [pasta de amêndoa e açúcar],30,p
auxprod6_1_21_1847,Máscara de fantasia descartável ou não,28,p
auxprod6_1_21_1848,Massa corrida,2,p
auxprod6_1_21_1849,Massa deformável para exercício terapêutico,5,p
auxprod6_1_21_1850,Massa e gesso para uso dentário,5,p
auxprod6_1_21_1851,Massa para vidraceiro,17,p
auxprod6_1_21_1852,Massa vedante,17,p
auxprod6_1_21_1853,Massageador facial,10,p
auxprod6_1_21_1854,Masseira elétrica,7,p
auxprod6_1_21_1855,Masseira não elétrica,21,p
auxprod6_1_21_1856,Mastros de veleiros [parte de meio de transporte],12,p
auxprod6_1_21_1857,Matéria físsil para aparelho de energia nuclear [combustível atômico],4,p
auxprod6_1_21_1858,Matéria-prima para a indústria farmacêutica,1,p
auxprod6_1_21_1859,Matéria-prima para indústria cosmética,1,p
auxprod6_1_21_1860,Material de pavimentaçã alcatrão em bruto de origem vegetal,19,p
auxprod6_1_21_1861,Material para estofamento de borracha e matéria plástica,17,p
auxprod6_1_21_1862,Matraca [instrumento musical de percussão],15,p
auxprod6_1_21_1863,Matrizes de corte [máquinas industriais],7,p
auxprod6_1_21_1864,Mecanismo de alimentação de cartucho [para armas],13,p
auxprod6_1_21_1865,Mecanismo de culatra e suas partes,13,p
auxprod6_1_21_1866,Mecanismo de gatilho e de engatilhamento,13,p
auxprod6_1_21_1867,Mecanismo de segurança para arma,13,p
auxprod6_1_21_1868,Medalhão de peixe,29,p
auxprod6_1_21_1869,Medicamento à base de ácido glicólico,5,p
auxprod6_1_21_1870,Medicamento à base de arnica,5,p
auxprod6_1_21_1871,Medicamento à base de calêndula,5,p
auxprod6_1_21_1872,Medicamento à base de erva-de-são-joão [mentrasto],5,p
auxprod6_1_21_1873,Medicamento à base de espinheira-santa,5,p
auxprod6_1_21_1874,Medicamento à base de extrato de andiroba,5,p
auxprod6_1_21_1875,Medicamento à base de extrato de jaborandi,5,p
auxprod6_1_21_1876,Medicamento à base de guaçatonga,5,p
auxprod6_1_21_1877,Medicamento à base de guaco,5,p
auxprod6_1_21_1878,Medicamento à base de sucupira,5,p
auxprod6_1_21_1879,Medicamento à base de unha-de-gato [Uncaria],5,p
auxprod6_1_21_1880,Medicamento ansiolítico,5,p
auxprod6_1_21_1881,Medicamento antiácido,5,p
auxprod6_1_21_1882,Medicamento antialérgico,5,p
auxprod6_1_21_1883,Medicamento anticoncepcional para uso humano,5,p
auxprod6_1_21_1884,Medicamento anticonvulsivante,5,p
auxprod6_1_21_1885,Medicamento antidepressivo,5,p
auxprod6_1_21_1886,Medicamento antidiabético,5,p
auxprod6_1_21_1887,Medicamento antidiarreico,5,p
auxprod6_1_21_1888,Medicamento antidiurético,5,p
auxprod6_1_21_1889,Medicamento anti-hipertensivo,5,p
auxprod6_1_21_1890,Medicamento anti-inflamatório,5,p
auxprod6_1_21_1891,Medicamento antipirético,5,p
auxprod6_1_21_1892,Medicamento antirretroviral,5,p
auxprod6_1_21_1893,Medicamento contra dores de cabeça,5,p
auxprod6_1_21_1894,Medicamento contra náuseas,5,p
auxprod6_1_21_1895,Medicamento contra o alcoolismo,5,p
auxprod6_1_21_1896,Medicamento de efeito uterotrópico,5,p
auxprod6_1_21_1897,Medicamento diurético,5,p
auxprod6_1_21_1898,Medicamento homeopático em glóbulos de sacarose,5,p
auxprod6_1_21_1899,Medicamento homeopático em pó de lactose,5,p
auxprod6_1_21_1900,Medicamento homeopático em supositório,5,p
auxprod6_1_21_1901,Medicamento homeopático em tabletes de lactose,5,p
auxprod6_1_21_1902,Medicamento homeopático em tintura [alcoolatura],5,p
auxprod6_1_21_1903,Medicamento homeopático na forma de creme,5,p
auxprod6_1_21_1904,Medicamento homeopático na forma de óvulo,5,p
auxprod6_1_21_1905,Medicamento imunomodulador,5,p
auxprod6_1_21_1906,Medicamento imunossupressor,5,p
auxprod6_1_21_1907,Medicamento miorrelaxante [relaxante muscular],5,p
auxprod6_1_21_1908,Medicamento para angina do peito,5,p
auxprod6_1_21_1909,Medicamento para o tratamento de câncer,5,p
auxprod6_1_21_1910,Medicamento para tratamento de distúrbios cardíacos,5,p
auxprod6_1_21_1911,Medicamento para tratamento de distúrbios da motilidade gastrintestinal,5,p
auxprod6_1_21_1912,Medicamento para tratamento de insuficiência hepática,5,p
auxprod6_1_21_1913,Medicamento para tratamento hormonal,5,p
auxprod6_1_21_1914,Medicamento quimioterápico,5,p
auxprod6_1_21_1915,Medicamentos administrados via implante subcutâneo,5,p
auxprod6_1_21_1916,Medicamento vasoconstritor,5,p
auxprod6_1_21_1917,Medicamento vasodilatador,5,p
auxprod6_1_21_1918,Meia para hidroginástica [artigo esportivo],28,p
auxprod6_1_21_1919,"Meias natalinas, para ornamentação",28,p
auxprod6_1_21_1920,Meio de transporte de propulsão muscular,12,p
auxprod6_1_21_1921,Mesa de cimento ou concreto,19,p
auxprod6_1_21_1922,Mesa e botões para futebol de mesa,28,p
auxprod6_1_21_1923,Metal de adição para solda,6,p
auxprod6_1_21_1924,Metanol [combustível],4,p
auxprod6_1_21_1925,Miçanga,26,p
auxprod6_1_21_1926,Microbicida para uso industrial [produto químico],1,p
auxprod6_1_21_1927,Milho em conserva,29,p
auxprod6_1_21_1928,Milho in natura,31,p
auxprod6_1_21_1929,Míssil,13,p
auxprod6_1_21_1930,Mistura de gás para soldagem,1,p
auxprod6_1_21_1931,Mó [ferramenta manual para amolação],8,p
auxprod6_1_21_1932,"Mobiliário para deficientes físicos, pessoas com mobilidade reduzida e inválidos, 
exceto para fins médicos",20,p
auxprod6_1_21_1933,"Mobiliário para deficientes físicos, pessoas com mobilidade reduzida e inválidos, 
para fins médicos",10,p
auxprod6_1_21_1934,Modelos e manequins odontológicos,9,p
auxprod6_1_21_1935,Moedor elétrico de carne,7,p
auxprod6_1_21_1936,Moedor industrial,7,p
auxprod6_1_21_1937,"Mola para matriz [""DIE SPRINGS""]",7,p
auxprod6_1_21_1938,Molas para travas de segurança do capô do automóvel,12,p
auxprod6_1_21_1939,Molde de papel e de papelão,16,p
auxprod6_1_21_1940,Molde/forma em borracha de silicone,17,p
auxprod6_1_21_1941,Moldura para interruptor,9,p
auxprod6_1_21_1942,Molduras plásticas [frente removível] para celulares e calculadoras,9,p
auxprod6_1_21_1943,Molduras plásticas [frente removível] para relógios,14,p
auxprod6_1_21_1944,Molibdenita [minério],6,p
auxprod6_1_21_1945,Molinete,28,p
auxprod6_1_21_1946,Molusco em conserva,29,p
auxprod6_1_21_1947,Monitor de gordura corporal [uso médico],10,p
auxprod6_1_21_1948,Monitor de pressão arterial digital semi-automático de braço/pulso,10,p
auxprod6_1_21_1949,"Monitores eletrofisiológicos [aparelho que registra as atividades elétricas de 
tecidos biológicos e atividades do coração]",10,p
auxprod6_1_21_1950,Moqueca,29,p
auxprod6_1_21_1951,Mordedor infantil para o dente,10,p
auxprod6_1_21_1952,Mortadela,29,p
auxprod6_1_21_1953,Mosquetão,13,p
auxprod6_1_21_1954,Mosquiteiro [tela de metal contra insetos colocada em janelas e/ou portas],6,p
auxprod6_1_21_1955,Mosquiteiro [tela não metálica contra insetos colocada em janelas e/ou portas],19,p
auxprod6_1_21_1956,Motor síncrono aplicado em timer eletromecânico e sistema de controle,9,p
auxprod6_1_21_1957,Motores de arranque [partes de máquinas],7,p
auxprod6_1_21_1958,Motores de arranque [partes de veículos terrestres],12,p
auxprod6_1_21_1959,Mourão,19,p
auxprod6_1_21_1960,Móvel em cimento ou concreto,19,p
auxprod6_1_21_1961,Móvel modulado,20,p
auxprod6_1_21_1962,Munhequeira com fim terapêutico,10,p
auxprod6_1_21_1963,Munição para arma de fogo,13,p
auxprod6_1_21_1964,"Nabiça [nabo pouco desenvolvido, fresco]",31,p
auxprod6_1_21_1965,Nabo,29,p
auxprod6_1_21_1966,Nabo [fresco],31,p
auxprod6_1_21_1967,Nécessaire [vazia],18,p
auxprod6_1_21_1968,Nesga,26,p
auxprod6_1_21_1969,Nhoque,30,p
auxprod6_1_21_1970,Niple de metal,6,p
auxprod6_1_21_1971,Nirá [fresco],31,p
auxprod6_1_21_1972,Nitrato de potássio,1,p
auxprod6_1_21_1973,Nitrato de sódio,1,p
auxprod6_1_21_1974,Nitrito de potássio,1,p
auxprod6_1_21_1975,Nitrito de sódio,1,p
auxprod6_1_21_1976,Nitroglicerina [explosivo],13,p
auxprod6_1_21_1977,Noz [in natura],31,p
auxprod6_1_21_1978,Ocre [ocra],2,p
auxprod6_1_21_1979,Óculo para guiar moto e ciclo,9,p
auxprod6_1_21_1980,Óculo para prática de tiro ao alvo,9,p
auxprod6_1_21_1981,Óculo para soldador,9,p
auxprod6_1_21_1982,Óculo para uso em sala de emergência e de cirurgia,9,p
auxprod6_1_21_1983,Óculos de natação,9,p
auxprod6_1_21_1984,Odorizadores de uso pessoal,3,p
auxprod6_1_21_1985,Óleo de alho [suplemento alimentar],5,p
auxprod6_1_21_1986,Óleo de canola,29,p
auxprod6_1_21_1987,Óleo de caroço de algodão [comestível],29,p
auxprod6_1_21_1988,Óleo de copaíba [insumo],4,p
auxprod6_1_21_1989,Óleo de copaíba para suplementação alimentar,5,p
auxprod6_1_21_1990,Óleo de lecitina [comestível],29,p
auxprod6_1_21_1991,Óleo de mamona,4,p
auxprod6_1_21_1992,Óleo de soja,29,p
auxprod6_1_21_1993,Óleo de xisto betuminoso,4,p
auxprod6_1_21_1994,"Óleo mineral branco medicinal, utilizado na fabricação de cosméticos, 
medicamentos, produtos veterinários e alimentos",4,p
auxprod6_1_21_1995,Óleo mineral branco técnico,4,p
auxprod6_1_21_1996,Óleo sintético para uso industrial,4,p
auxprod6_1_21_1997,Olhal [ferragem],8,p
auxprod6_1_21_1998,Olho de sogra [doce],30,p
auxprod6_1_21_1999,"Ombreira [umbral] de porta ou janela, exceto de metal",19,p
auxprod6_1_21_2000,Ônix,14,p
auxprod6_1_21_2001,Opala,14,p
auxprod6_1_21_2002,Oratório [peça do mobiliário],20,p
auxprod6_1_21_2003,Orégano,30,p
auxprod6_1_21_2004,Organo silício utilizado como massa de modelagem e entretenimento infantil,28,p
auxprod6_1_21_2005,Osso moído para adubagem,1,p
auxprod6_1_21_2006,Ossobuco,29,p
auxprod6_1_21_2007,Otomana [sofá],20,p
auxprod6_1_21_2008,Otomana [tecido],24,p
auxprod6_1_21_2009,Ovo desidratado,29,p
auxprod6_1_21_2010,Ovo em conserva,29,p
auxprod6_1_21_2011,Ovo fresco,29,p
auxprod6_1_21_2012,Ovo para alimentação,29,p
auxprod6_1_21_2013,Ovo para incubação,31,p
auxprod6_1_21_2014,Oxigênio para uso médico,5,p
auxprod6_1_21_2015,Paetê,26,p
auxprod6_1_21_2016,Painéis publicitários eletrônicos,9,p
auxprod6_1_21_2017,Paio,29,p
auxprod6_1_21_2018,Palavras cruzadas [publicações impressas],16,p
auxprod6_1_21_2019,Palha de babaçu,22,p
auxprod6_1_21_2020,Palmilha ortopédica,10,p
auxprod6_1_21_2021,Palmito [em conserva],29,p
auxprod6_1_21_2022,Palmito [fresco],31,p
auxprod6_1_21_2023,Pamonha doce,30,p
auxprod6_1_21_2024,Pamonha salgada,30,p
auxprod6_1_21_2025,Panamá [tecido],24,p
auxprod6_1_21_2026,Pano de copa,24,p
auxprod6_1_21_2027,Pano de prato,24,p
auxprod6_1_21_2028,Pano emborrachado para limpeza,21,p
auxprod6_1_21_2029,Pão de queijo,30,p
auxprod6_1_21_2030,Papel acetinado,16,p
auxprod6_1_21_2031,Papel adesivo [artigo de papelaria],16,p
auxprod6_1_21_2032,Papel almaço pautado,16,p
auxprod6_1_21_2033,Papel cartão,16,p
auxprod6_1_21_2034,Papel contínuo,16,p
auxprod6_1_21_2035,Papel crepom,16,p
auxprod6_1_21_2036,Papel da China,16,p
auxprod6_1_21_2037,Papel da Holanda,16,p
auxprod6_1_21_2038,Papel da Índia,16,p
auxprod6_1_21_2039,Papel de ferroprussiato [papel heliográfico],1,p
auxprod6_1_21_2040,Papel de seda,16,p
auxprod6_1_21_2041,Papel descartável para assento sanitário,16,p
auxprod6_1_21_2042,Papel e tela sensível à luz para fotografia,1,p
auxprod6_1_21_2043,Papel estêncil,16,p
auxprod6_1_21_2044,Papel impregnado de substância para higiene pessoal,3,p
auxprod6_1_21_2045,Papel marmorizado,16,p
auxprod6_1_21_2046,Papel ou papelão alcatroado para telhado,19,p
auxprod6_1_21_2047,Papel para gráfica,16,p
auxprod6_1_21_2048,Papel vegetal,16,p
auxprod6_1_21_2049,Papel vulcanizado,17,p
auxprod6_1_21_2050,Papoula-do-são-francisco [cânhamo-brasileiro],22,p
auxprod6_1_21_2051,Parabenos [conservantes],1,p
auxprod6_1_21_2052,Parafina para prancha de surf,4,p
auxprod6_1_21_2053,Parafina para uso em equipamento esportivo,28,p
auxprod6_1_21_2054,Parafuso para cirurgia,10,p
auxprod6_1_21_2055,Parede divisória não metálica substituível,19,p
auxprod6_1_21_2056,"Passadeira [tapete longo e estreito, feito de estofo, ou de outro material, que se 
estende na escada, corredor, para se passar sobre ele]",27,p
auxprod6_1_21_2057,"Passatempo, enquanto publicações impressas contendo jogos",16,p
auxprod6_1_21_2058,"Passatempo [joguete], exceto publicações e eletroeletrônicos",28,p
auxprod6_1_21_2059,Pasta aderente para capturar e matar ratos,5,p
auxprod6_1_21_2060,Pasta condutora para exames médicos,5,p
auxprod6_1_21_2061,Pasta de amendoim,30,p
auxprod6_1_21_2062,Pasta de carne,29,p
auxprod6_1_21_2063,Pasta de celulose,1,p
auxprod6_1_21_2064,Pasta de gergelim,29,p
auxprod6_1_21_2065,Pasta de viagem,18,p
auxprod6_1_21_2066,Pasta redutora para solda,1,p
auxprod6_1_21_2067,Pastel de forno,30,p
auxprod6_1_21_2068,Pastel frito,30,p
auxprod6_1_21_2069,Pastilhas e gomas de mascar para fins cosméticos,3,p
auxprod6_1_21_2070,Patê com ovo e carne,29,p
auxprod6_1_21_2071,Patê de carne,29,p
auxprod6_1_21_2072,Patê de peixe,29,p
auxprod6_1_21_2073,Pé de porco [chispe],29,p
auxprod6_1_21_2074,Pé para móvel [não metálico],20,p
auxprod6_1_21_2075,peça de borracha para pedal de veículo,12,p
auxprod6_1_21_2076,"Peça de borracha utilizada como proteção do saco de ar no processo de reforma 
de pneus",12,p
auxprod6_1_21_2077,Peças de borracha para reparo de pneus com ou sem câmara,12,p
auxprod6_1_21_2078,Pedaços tostados de madeira natural adicionados ao vinho para melhorar o sabor,30,p
auxprod6_1_21_2079,Pedalinho,28,p
auxprod6_1_21_2080,Pedra para filtrar de uso doméstico,11,p
auxprod6_1_21_2081,Pedra para filtrar em bruto de uso industrial,1,p
auxprod6_1_21_2082,Pegador de azeitona,21,p
auxprod6_1_21_2083,Pele de carneiro,18,p
auxprod6_1_21_2084,Pele de porco frita [torresmo],29,p
auxprod6_1_21_2085,"Pele frita [produto alimentício feito a partir de farinha alimentar, imitando pele de 
porco]",30,p
auxprod6_1_21_2086,Películas antiofuscantes e antitérmicas para vidros,17,p
auxprod6_1_21_2087,Pelúcia,24,p
auxprod6_1_21_2088,Pena artificial [fantasia],26,p
auxprod6_1_21_2089,Peneira para a limpeza de piscina,21,p
auxprod6_1_21_2090,Penicos [urinóis],21,p
auxprod6_1_21_2091,Pentes laminadores de aço,6,p
auxprod6_1_21_2092,Pequi em conserva,29,p
auxprod6_1_21_2093,Percal [tecido de algodão],24,p
auxprod6_1_21_2094,Percalina [tecido de algodão],24,p
auxprod6_1_21_2095,Perfil de metal,6,p
auxprod6_1_21_2096,Perfil lateral em alumínio,6,p
auxprod6_1_21_2097,Periódico em fita ou em CD-ROM,9,p
auxprod6_1_21_2098,Perneira para uso em rodeio [artigo esportivo],28,p
auxprod6_1_21_2099,Perno para soldar metálico,6,p
auxprod6_1_21_2100,Petiscos à base de soja [alimentos em que a soja é predominante],29,p
auxprod6_1_21_2101,Piano digital,15,p
auxprod6_1_21_2102,Pião,28,p
auxprod6_1_21_2103,Pilastra não metálica para construção,19,p
auxprod6_1_21_2104,Pillbox [caixa para pílulas] com timer programável,9,p
auxprod6_1_21_2105,Pinça para cirurgia,10,p
auxprod6_1_21_2106,Pincel para maquiagem,21,p
auxprod6_1_21_2107,"Pingadeira [vaso onde se recolhe o líquido que escorre da carne, ao assar]",21,p
auxprod6_1_21_2108,Pino de boliche,28,p
auxprod6_1_21_2109,Pipoca doce [pronta],30,p
auxprod6_1_21_2110,Pipoca salgada [pronta],30,p
auxprod6_1_21_2111,Pista de corrida,28,p
auxprod6_1_21_2112,Piteira [fibra têxtil],22,p
auxprod6_1_21_2113,Placa de metal polido usada como espelho,6,p
auxprod6_1_21_2114,Placa em forma de dente para sola de esqui,28,p
auxprod6_1_21_2115,Placa [hardware] para telecomunicação,9,p
auxprod6_1_21_2116,Placa fotomecânica metálica gravada em relevo sobre metal,6,p
auxprod6_1_21_2117,Placa identificadora de logradouro público metálica,6,p
auxprod6_1_21_2118,Placa identificadora de logradouro público não metálica,19,p
auxprod6_1_21_2119,Placa metálica de uso medicinal,10,p
auxprod6_1_21_2120,Placa para acumulador elétrico,9,p
auxprod6_1_21_2121,Placas solares para aquecimento,11,p
auxprod6_1_21_2122,Planador,12,p
auxprod6_1_21_2123,Platinado para motor [parte de qualquer motor],7,p
auxprod6_1_21_2124,Platinado para motoserra,7,p
auxprod6_1_21_2125,Plexímetro [metrônomo],9,p
auxprod6_1_21_2126,Pó de cebola,29,p
auxprod6_1_21_2127,Pó para caipirinha [preparação não alcoólica para fazer bebida],32,p
auxprod6_1_21_2128,Pó para fabricação de doce,30,p
auxprod6_1_21_2129,Pó para milk-shake à base de leite,29,p
auxprod6_1_21_2130,"Pó para milk-shake, exceto à base de leite",32,p
auxprod6_1_21_2131,Pó para molde de dentadura,5,p
auxprod6_1_21_2132,Pó para pudim,30,p
auxprod6_1_21_2133,Pó para suco,32,p
auxprod6_1_21_2134,Podadeira,8,p
auxprod6_1_21_2135,Polia [parte de máquina],7,p
auxprod6_1_21_2136,Poliamida [fibra têxtil],22,p
auxprod6_1_21_2137,Poliéster [fibra têxtil],22,p
auxprod6_1_21_2138,Poliestireno em bruto,1,p
auxprod6_1_21_2139,Poliestireno expandido [em forma de pérolas],17,p
auxprod6_1_21_2140,Polietileno [fibra têxtil],22,p
auxprod6_1_21_2141,Polímero solúvel para a indústria de produto de limpeza,1,p
auxprod6_1_21_2142,Polipropileno [fibra têxtil],22,p
auxprod6_1_21_2143,Poliuretano,1,p
auxprod6_1_21_2144,Poliuretano [fibra têxtil],22,p
auxprod6_1_21_2145,Polpa de açaí,29,p
auxprod6_1_21_2146,Polpa de acerola,29,p
auxprod6_1_21_2147,Polpa de araçá,29,p
auxprod6_1_21_2148,Polpa de caju,29,p
auxprod6_1_21_2149,Polpa de cambuci,29,p
auxprod6_1_21_2150,Polpa de carambola,29,p
auxprod6_1_21_2151,Polpa de cupuaçu,29,p
auxprod6_1_21_2152,Polpa de feijoa,29,p
auxprod6_1_21_2153,Polpa de goiaba,29,p
auxprod6_1_21_2154,Polpa de guaraná,29,p
auxprod6_1_21_2155,Polpa de jabuticaba,29,p
auxprod6_1_21_2156,Polpa de manga,29,p
auxprod6_1_21_2157,Polpa de maracujá,29,p
auxprod6_1_21_2158,Polpa de pitanga,29,p
auxprod6_1_21_2159,Polpa de tomate,29,p
auxprod6_1_21_2160,Polvilho,30,p
auxprod6_1_21_2161,Polvo,29,p
auxprod6_1_21_2162,Pompom,26,p
auxprod6_1_21_2163,Pontão [embarcação],12,p
auxprod6_1_21_2164,Popelina sarja,24,p
auxprod6_1_21_2165,Porta escova,21,p
auxprod6_1_21_2166,Porta nota,18,p
auxprod6_1_21_2167,Porta-bicicleta para veículo,12,p
auxprod6_1_21_2168,Porta-carvão [lareira],21,p
auxprod6_1_21_2169,Porta-CD,9,p
auxprod6_1_21_2170,Porta-CD [móvel],20,p
auxprod6_1_21_2171,Porta-cheques [carteiras],18,p
auxprod6_1_21_2172,Porta-disquete,9,p
auxprod6_1_21_2173,Porta-esqui para veículo,12,p
auxprod6_1_21_2174,Porta-incenso,21,p
auxprod6_1_21_2175,Porta-lápis,16,p
auxprod6_1_21_2176,Porta-moedas [carteiras],18,p
auxprod6_1_21_2177,"Porta-moedas de plástico, exceto móveis e utensílios domésticos [recipiente 
portátil]",20,p
auxprod6_1_21_2178,Porta-retrato,20,p
auxprod6_1_21_2179,"Porta-talher, exceto estojo para faqueiro",21,p
auxprod6_1_21_2180,Porta-toalha térmico,11,p
auxprod6_1_21_2181,Porteiro-eletrônico,9,p
auxprod6_1_21_2182,Pós de aço,6,p
auxprod6_1_21_2183,"Pós de aço  [se para uso por pintores, decoradores, impressores e artista] 
[pigmentos]",2,p
auxprod6_1_21_2184,Posicionador para castração de suínos,10,p
auxprod6_1_21_2185,Prateleira [construção],19,p
auxprod6_1_21_2186,Preparação cosmética para redução da gordura localizada,3,p
auxprod6_1_21_2187,Preparação de limpeza à base de álcool isopropílico,3,p
auxprod6_1_21_2188,Preparação de limpeza aglutinante,3,p
auxprod6_1_21_2189,"Preparações para banho de espuma, exceto para uso medicinal",3,p
auxprod6_1_21_2190,"Preparações para banho de espuma, para uso medicinal",5,p
auxprod6_1_21_2191,"Preparações para banho de imersão de uso animal, exceto para uso medicinal",3,p
auxprod6_1_21_2192,"Preparações para banho de imersão de uso animal, para uso medicinal",5,p
auxprod6_1_21_2193,"Preparações para banho de imersão de uso pessoal, exceto para uso medicinal",3,p
auxprod6_1_21_2194,"Preparações para banho de imersão de uso pessoal, para uso medicinal",5,p
auxprod6_1_21_2195,Preparações para enema,5,p
auxprod6_1_21_2196,Preparações para limpeza à base de ácido muriático,3,p
auxprod6_1_21_2197,Preparado antiembaçante para limpeza,3,p
auxprod6_1_21_2198,Preparado e substância para solda e para têmpera,1,p
auxprod6_1_21_2199,Preparado químico para a afinação do aço,1,p
auxprod6_1_21_2200,"Preparados, complementos e suplementos alimentares à base de albumina",5,p
auxprod6_1_21_2201,"Preparados, complementos e suplementos alimentares à base de frutas [não 
medicinal]",5,p
auxprod6_1_21_2202,"Preparados, complementos e suplementos alimentares à base de proteína",5,p
auxprod6_1_21_2203,Preservativo químico para conservação de solda armazenada,1,p
auxprod6_1_21_2204,Pressurizador elétrico,7,p
auxprod6_1_21_2205,Produto antiderrapante e antideslizante para pisos,3,p
auxprod6_1_21_2206,Produto de higiene pessoal à base de própole,3,p
auxprod6_1_21_2207,"Produto destinado à conservação ou amadurecimento químico de fruta ou 
hortaliça",1,p
auxprod6_1_21_2208,Produto destinado à inibição da evaporação e à melhoria da aparência da folha,1,p
auxprod6_1_21_2209,Produto para detecção imunológica do constituinte da urina e do sangue,5,p
auxprod6_1_21_2210,Produto para higiene animal sem aplicação terapêutica,3,p
auxprod6_1_21_2211,Produto para higiene pessoal no pré-operatório e no pós-operatório,5,p
auxprod6_1_21_2212,Produto para limpeza de instrumento médico e odontológico,5,p
auxprod6_1_21_2213,Produto para limpeza de lente,5,p
auxprod6_1_21_2214,Produto para limpeza e hidratação da pele não medicamentoso,3,p
auxprod6_1_21_2215,Produto químico para a purificação do açúcar,1,p
auxprod6_1_21_2216,Produto químico para curar polímero de uretano usado na indústria da borracha,1,p
auxprod6_1_21_2217,Produtos para dar brilho a frutas,4,p
auxprod6_1_21_2218,Projétil,13,p
auxprod6_1_21_2219,Propionato de cálcio para alimentos,1,p
auxprod6_1_21_2220,Propionato de sódio para alimentos,1,p
auxprod6_1_21_2221,Própole para uso medicinal [xarope],5,p
auxprod6_1_21_2222,Protetor para cotovelo e calcanhar [uso terapêutico],5,p
auxprod6_1_21_2223,Publicações em cd-rom,9,p
auxprod6_1_21_2224,Publicações em fascículos impressos,16,p
auxprod6_1_21_2225,Publicações fixadas em meio magnético,9,p
auxprod6_1_21_2226,Pufe,20,p
auxprod6_1_21_2227,Punções para escrita em braile,16,p
auxprod6_1_21_2228,"Purgador termodinâmico para vapor [dispositivo automático que serve para 
separar e eliminar o líquido condensado numa tubulação de vapor, sem provocar 
a suspensão da operação da linha e sem deixar o vapor escapar]",7,p
auxprod6_1_21_2229,Purificador de água para uso doméstico,11,p
auxprod6_1_21_2230,Puxador metálico,6,p
auxprod6_1_21_2231,Quadro de janela e porta,19,p
auxprod6_1_21_2232,Quadro decorativo,20,p
auxprod6_1_21_2233,Quater Maguey [fibra têxtil],22,p
auxprod6_1_21_2234,Quebra-luz [abajur],11,p
auxprod6_1_21_2235,Quebra-pedra [ferramenta manual],8,p
auxprod6_1_21_2236,Quebra-pedra para infusão não medicinal,30,p
auxprod6_1_21_2237,Quiabo [fresco],31,p
auxprod6_1_21_2238,Quibe,30,p
auxprod6_1_21_2239,Quimioterápico,5,p
auxprod6_1_21_2240,Quimono [vestuário],25,p
auxprod6_1_21_2241,Quindim,30,p
auxprod6_1_21_2242,Quiosques de plástico e fibras usados para exposições e coberturas,19,p
auxprod6_1_21_2243,"Rabada [de boi, de porco ou de vitela]",29,p
auxprod6_1_21_2244,"Rabanete [produto fresco, in natura]",31,p
auxprod6_1_21_2245,Ração para animal,31,p
auxprod6_1_21_2246,"Rádio-relógio, se comercializado como rádio",9,p
auxprod6_1_21_2247,"Rádio-relógio, se comercializado como relógio",14,p
auxprod6_1_21_2248,Raia para piscina,28,p
auxprod6_1_21_2249,Ralo metálico,6,p
auxprod6_1_21_2250,Ralo não metálico,19,p
auxprod6_1_21_2251,"Rapadura [açúcar mascavo, em forma de pequeno tijolo]",30,p
